,,,,,,,,,,,
Empanelled Hospital List - Maharashtra,,,,,,,,,,,
Sr No,Hospital,Location,City,District,State,Address,STD_Code,Tel_no,Status,PPN Hospital,PPN City
1078,Dr Paradkar Maternity & General Nursing Home,Naupada,Thane,Thane,Maharashtra,Dipalaya' Bbhaskar Colony Naupada Thane,022,25407488,Empanelled,NON PPN,Mumbai
1079,Dr Shah Eye & Laser Centre,Ambernath,Thane,Thane,Maharashtra,"Aasra Appartment,Plot No. 33,Next to Rupee Co-op Bank,    Near Station Road,",0251,2601074,Empanelled,IN PPN,Mumbai
1080,Dr Talele Shree Ashirwad Hospital,Dombivli,Thane,Thane,Maharashtra,"Shree Complelx, Opposite Mahavir Nagar, Manpada Road",0251,2448594,Empanelled,IN PPN,Mumbai
1081,Dr Uppals Ent Hospital,Panchpakhadi,Thane,Thane,Maharashtra,"Opp TMC Office, Almeida Road",022,25376355,Empanelled,IN PPN,Mumbai
1082,Dr Wankhade Fracture & Accident Hospital,Kalyan,Thane,Thane,Maharashtra,"Murbad Road, Opp. ICICI Bank Nr. Hero Honda showroom Purnima theatre area",0251,2220070,Empanelled,IN PPN,Mumbai
1083,Dr. Kelkars Eye Hospital,Thane,Thane,Thane,Maharashtra,110 First Floor Laxmi Market Above Barkha Diagnostic Vaertak Nagar Pokhran Road No 1,022,25856960,Empanelled,NON PPN,Mumbai
1084,"Dr.bedekar Dispensary,maternity And General Hospital &surgical Home",Shiv Shakti-Naupada,Thane,Thane,Maharashtra,"M.karve Road,Opp.Godrej Showroom Shiv Shakti-Naupa",022,25421438,Empanelled,NON PPN,Mumbai
1085,Dsouza Hospital,Vasai (W),Thane,Thane,Maharashtra,"Opp. Ramedi Church School. Ramedi, Vasai (W)",0250,2308412,Empanelled,NON PPN,Mumbai
1086,Fortis Hospital Ltd Kalyan,Kalyan,Thane,Thane,Maharashtra,"Aadheshwar Park,BailBazaar,Kalyan Shill Road,Kalyan(W)",0251,6694100,Empanelled,IN PPN,Mumbai
1087,Gastrocare Hospital,Kalyan (W),Thane,Thane,Maharashtra,"Regency Avenue, Besides Reliance Webworld, Syndica",0251,5628422,Empanelled,NON PPN,Mumbai
1088,Gayatri Maternity & ENT Hospital,Mira Road (E),Thane,Thane,Maharashtra,"101,102,103, A-4, Sector 4, Shanti Nagar, Mira Roa",022,28109163,Empanelled,IN PPN,Mumbai
1089,Golden Park Hospital,Vasai Rd (W),Thane,Thane,Maharashtra,"Behind Parvati Cinema Vasai Road (W), Vasai",0250,2334780,Empanelled,IN PPN,Mumbai
1090,Gurudeo Maternity & Nursing Home,Kalyan,Thane,Thane,Maharashtra,Ashish Bldg Katemanivli Ganeshnagar,0251,2332012,Empanelled,NON PPN,MUMBAI
1091,Gurukrupa Hospital & Polyclinic,Bhayander (E),Thane,Thane,Maharashtra,"Savitri Apt, B P Road, Opp. Khashi Bhavan, Bhayand",022,28192954,Empanelled,NON PPN,Mumbai
1092,Highway Hospital,Marathon Square,Thane,Thane,Maharashtra,Marathon Square,022,25822683,Empanelled,NON PPN,Mumbai
1093,Hiranandani Hospital,ghodbunder road,Thane,Thane,Maharashtra,"hamilton b,hiranandani state,off ghodbunder road, pattipadia,Thane west",022,67998444,Empanelled,NON PPN,Mumbai
1094,Hi-tech Urology Centre & Health Line Hospital,Highway Service Rd,Thane,Thane,Maharashtra,"Landmark Arcade, 1st Floor, Louis Wadi, Highway Se",022,25822582,Empanelled,NON PPN,Mumbai
1095,Holy Cross Hospital,Kalyan,Thane,Thane,Maharashtra,"1/Karnik Road, Kalyan (W)",0251,2328630,Empanelled,NON PPN,Mumbai
1096,Horizon Hospital,M G road,Thane,Thane,Maharashtra,Malti Mohan Bungalow Opp Naupada Telephone Exchange M G road,022,61242400,Empanelled,IN PPN,Mumbai
1097,Icon Hospital Pvt Ltd,Dombivli(E),Thane,Thane,Maharashtra,"Manpada Road, Mahaveer Nagar Corner",0251,2801818,Empanelled,NON PPN,Mumbai
1098,Indrayani Hospital,Dombivli (W),Thane,Thane,Maharashtra,"Anand Nagar, Pt deendayal Road, chamunda Villa, Do",0251,2481634,Empanelled,NON PPN,Mumbai
1099,Isha Netralaya A Unit Of Dr Shahs Laser Eye Institute,kalyan (w),Thane,Thane,Maharashtra,Ground Floore Radhakrishna Sankul opp Holycross hospital Karnik road,0251,2311084,Empanelled,IN PPN,Mumbai
1100,Ishaan Urology Centre,Vasai (W),Thane,Thane,Maharashtra,"Gr. Floor Surya-Sagar Bldg, Behind Gurudwara, Near Railway Station Vasai (W) Thane",0250,2348999,Empanelled,IN PPN,Mumbai
1101,Ishwar Hospital,Dombivali (East),Thane,Thane,Maharashtra,"1st flr, Sunder apt., Dr. R.P.Road Ramnagar, Dombivli (East)",0251,2860448,Empanelled,IN PPN,Mumbai
1102,Jai Hospital,Thane,Thane,Thane,Maharashtra,"101.102,Sai Sadan,Ganesh Talkies campus,Charai,Thane(west)",022,25440389,Empanelled,NON PPN,MUMBAI
1103,Janam Hospital,Joshiwada,Thane,Thane,Maharashtra,"Nirmal Apartment 1st Floor, Uttam Angrey Road, Jos",022,25362974,Empanelled,NON PPN,Mumbai
1104,Jivdani Hospital Pvt Ltd (alliance Hospital),Nallasopara (East),Thane,Thane,Maharashtra,"Jivdani Hospital, Attmavallabh , Society , Achole Road , Nallasopara  ( East )",0250,6297777,Empanelled,IN PPN,Mumbai
1105,Jupiter Lifeline Hospital Ltd,Eastern Express Highway,Thane,Thane,Maharashtra,"Eastern Express Highway , Near Cadbury  Company",022,21725555,Empanelled,IN PPN,Mumbai
1106,Kalyan Metro Multispeciality Hospital Pvt Ltd,Kalyan (E),Thane,Thane,Maharashtra,Anant Sudha Bhavan Gopal Chowk Chakki Naka Kalyan (E),0251,2350265,Empanelled,IN PPN,Mumbai
1107,Kamla Eye And Maternity Home,Bhayander (W),Thane,Thane,Maharashtra,"A, G-4 Indra Complex, 60 Feet Road, Bhyander (W)",022,28191981,Empanelled,IN PPN,Mumbai
1108,Kaushalya Medical Foundation Trust Hospital,Panchpakhadi,Thane,Thane,Maharashtra,"Ganeshwadi, Panchpakhadi, Behind Nitin Company",022,25454000,Empanelled,IN PPN,Mumbai
1109,Kaveri Hospital,Dombivli (E),Thane,Thane,Maharashtra,"Hiral Apts, Opp. Pandurang Vidyalaya, Manpada Rd,",0251,2438120,Empanelled,NON PPN,Mumbai
1110,Kevalya Hospital,"G.B.Road,Thane west",Thane,Thane,Maharashtra,"Sidhi apartment near vijay garden,opp. Suraj water park,G.B.Road,Thane west",022,25973396,Empanelled,IN PPN,Mumbai
1111,Kkasturi Medicare Pvt Ltd,Bhayander(W),Thane,Thane,Maharashtra,"1 Harshniketan, Gaondevi Road, Behind Navrang, Bhayander (W)",022,28147676,Empanelled,IN PPN,Mumbai
1112,Koparde Hospital,Dombivli (E),Thane,Thane,Maharashtra,"1st Floor, Ashutosh Apt, Kalyan Rd, Dombivli (E)",0251,2448959,Empanelled,NON PPN,Mumbai
1113,Kumar Maternity & Surgical Nursing Home,Dombivali,Thane,Thane,Maharashtra,"Ground Floor, Sri Prasad, Opp. Nehru Maidan, Dombi",0251,2448693,Empanelled,NON PPN,Mumbai
1114,Leela Eye Institute,Kalyan W,Thane,Thane,Maharashtra,"Patel Plaza, 1 floor, Near Ajit scan centre Murbad road Kalyan",0251,2327474,Empanelled,NON PPN,Mumbai
1115,Madhura Nursing Home,Vasai Rd (W),Thane,Thane,Maharashtra,"1st Floor, Sukhmani Palace, Navghar, Vasai Road (W",0250,2332658,Empanelled,NON PPN,Mumbai
1116,Mahalaxmi Hospital,Dombivli (W),Thane,Thane,Maharashtra,1st Fl Shri Harsh Plaza Near Samrat Hotel Deendayal Road,0251,2490677,Empanelled,NON PPN,Mumbai
1117,Mahesh Hospital,Kalyan (E),Thane,Thane,Maharashtra,"Balaji Apartments, 1st Floor, Above Bank Of Baroda",0251,2365077,Empanelled,NON PPN,MUMBAI
1118,Mamata Hospital,Dombivli (E),Thane,Thane,Maharashtra,"P - 43, Phase II, M. I . D. C., Near ICICI Bank",0251,2444111,Empanelled,NON PPN,Mumbai
1119,Manawata Hospital & Smt Nalini Ghag Maternity  Unit,Kisan Nagar,Thane,Thane,Maharashtra,"1st, Floor, Nalini Apt, Bhatwadi, Kisan Nagar-3, Wagle Estate",022,25812228,Empanelled,NON PPN,Mumbai
1120,Mangalmurti Hospital & Polyclinic,Bhyander (E),Thane,Thane,Maharashtra,"Prathvi Sadan, 1st Flr, B P Road, bhyander (E)",022,28046467,Empanelled,NON PPN,MUMBAI
1121,Mira Bhayander Institute For Reproductive Assistance,Bhayander,Thane,Thane,Maharashtra,Plot No 5681/1 Near Sacasar Susiness Park 150 Feet Cross Road Bhayander,022,9029080008,Empanelled,NON PPN,Mumbai
1122,Navjeevan Hospital,Vasai (W),Thane,Thane,Maharashtra,"Babhola, Near Sai Temple Vasai Road",0250,2381454,Empanelled,NON PPN,Mumbai
1123,Navjeevan Nursing Home,Dombivli (E),Thane,Thane,Maharashtra,Nerurkar Building  Manpada Rd Dombivli (E),0251,2453447,Empanelled,NON PPN,MUMBAI
1124,Neel Orthopedic Superspeciality Hospital,Bhayander (W),Thane,Thane,Maharashtra,"1st floor Sheetal Niketan Co-op Hsg School Opp Hum video NR Sai baba hospital,Bhayander,",022,28186884,Empanelled,IN PPN,Mumbai
1125,Neptune Superspeciality Hospital,Dombivali (E),Thane,Thane,Maharashtra,Jai Hanuman Plaza Opp DNS Bank Shankara Nagar Kalyan- Shill Road Sonarpada,022,2872286,Empanelled,NON PPN,Mumbai
1126,Nest Accident & Fracture Hospital,Thane (W),Thane,Thane,Maharashtra,"Behind State Bank Of India, Near Ice Factory, Naga",022,25424392,Empanelled,NON PPN,MUMBAI
1127,Nulife Hospital,Dombivli (E),Thane,Thane,Maharashtra,"Balkrishna Apt, Rajandraprasad Road,  Opp. Tilak Nagar Post  office , Dombivli (E)",0251,2410140,Empanelled,NON PPN,Mumbai
1128,Om Hospital,Mira Road (E),Thane,Thane,Maharashtra,"B/9 , Poonam Nagar, Phase III, Opp. Sector 7, Shanti Park , Mira Road (E)",022,28127676,Empanelled,IN PPN,Mumbai
1129,Om Hospital & Polyclinic & Icu,Dombivali (E),Thane,Thane,Maharashtra,"1st Floor Commerce Centre, Above United Western Bank, Ram Nagar, Tandon Road",0251,2863692,Empanelled,IN PPN,Mumbai
1130,Orange Hospital,Mira Road,Thane,Thane,Maharashtra,Garden Plaza Near Ideal Park Seven Square School Lane,022,65619999,Empanelled,IN PPN,Mumbai
1131,Orbit Superspeciality Hospital,Mira Road (east),Thane,Thane,Maharashtra,"Opp Amar Palav Hotel, Western Express highway, Mira Road (east)",022,28454999,Empanelled,IN PPN,Mumbai
1132,Orthocare Hospital,Khopat,Thane,Thane,Maharashtra,"1st Floor, Gautam Chambers, Near Punjani Industrial Estate Near TMC School No.13",022,25475645,Empanelled,IN PPN,Mumbai
1133,Orthonova Hospital,Manpada,Thane,Thane,Maharashtra,"201-205 Soham Plaza Soham Gardens Opp Manpada PetrOL PUMP Manpada Junction, Ghodbunder Road,",022,25896373,Empanelled,IN PPN,Mumbai
1134,Padmini Hospital,Kalyan,Thane,Thane,Maharashtra,Near SBI Above Shreedevi Hotel Murbad Rd Kalyan (W),0251,2208714,Empanelled,NON PPN,Mumbai
1135,Param Hospital & I. C. U.,Thane (W),Thane,Thane,Maharashtra,"S-1, 2nd Floor, Golden Park, LBS Road, Near Navneet Motors",022,25470424,Empanelled,NON PPN,Mumbai
1136,Phadke Hospital,Kalyan,Thane,Thane,Maharashtra,Gaurav Prasad Parnaka Opp Gajanan Maharaj Mandir,0251,2205093,Empanelled,IN PPN,Mumbai
1137,Phoenix Hospital & Critical Care Centre,Dombivali,Thane,Thane,Maharashtra,"Nandivli road,DNC high school",0251,2881006,Empanelled,NON PPN,Mumbai
1138,Platinum Hospital Pvt Ltd,Vasai,Thane,Thane,Maharashtra,Shree Sanklap siddhi complex Opp Range Office Vasai,0250,2452626,Empanelled,IN PPN,Mumbai
1139,Pooja Nursing Home,Naupada,Thane,Thane,Maharashtra,"1st Floor, Shridhar Smruti, Behind Deodhar Hospital, Gokhale Road",022,25383706,Empanelled,IN PPN,Mumbai
1140,Prakash Nursing Home,Vasai Road,Thane,Thane,Maharashtra,"Vishal Appt., Opp. Union Bank of India, Vasai road",0250,2342768,Empanelled,NON PPN,Mumbai
1141,Prakruti Hospital,Kalwa,Thane,Thane,Maharashtra,"Siddheshwar Arcade, 2nd Floor, Opp. Manisha Nagar",022,25400437,Empanelled,IN PPN,Mumbai
1142,Pranjali Maternity Surgical & General Hospital,Nr ESIS Hospital,Thane,Thane,Maharashtra,"Veer Savarkar Nagar, Opp R J Thakur College",022,25834321,Empanelled,IN PPN,Mumbai
1143,R G Stone In Collaboration With Bhakti Vedanta Hospital,Mira Road (East),Thane,Thane,Maharashtra,"Bhakti Vedanta Hospital, Shristi Complex, Bhakti Vedanta Swami Marg, Near Dalmia School & Royal College,",022,64571240,Empanelled,IN PPN,Mumbai
1144,R L Ent Hospital,Bhayander (W),Thane,Thane,Maharashtra,Shree Sai Mahal 1st Floor Opp Post Office Fatak Road Bhayander W,022,28194154,Empanelled,NON PPN,Mumbai
1145,R R Hospital ( Unit Of Kagzi Hospital & Medical Research Centre ),Dombivali,Thane,Thane,Maharashtra,P 14 MIDC Phase Dombivali Milapnagar Opp Pendharkar college,0251,2470213,Empanelled,IN PPN,Mumbai
1146,Ramanand Hospital/ Icu,Kalwa,Thane,Thane,Maharashtra,"Mumbai Pune Road, Kalwa",022,25347993,Empanelled,NON PPN,MUMBAI
1147,Renuka Hospital and ICCU,Gupte Rd,Thane,Thane,Maharashtra,"Rohini Apt, G. Gupte Road, Dombivali (West)",0251,2483372,Empanelled,NON PPN,Mumbai
1148,Revival Bone And Joint Hospital,Naupada,Thane,Thane,Maharashtra,"Yojana Bld.,Off. Gokhale road near malhar cinema naupada thane west",022,25376801,Empanelled,IN PPN,Mumbai
1149,Risk Care Hospital & I C C U,Near Makhmali Talao,Thane,Thane,Maharashtra,"Shirin Apartments, 1st Floor, Near Makhmali Talao,old bombay agra road",022,25420897,Empanelled,NON PPN,Mumbai
1150,Sahayog Hospital & Research Centre,Virar (W),Thane,Thane,Maharashtra,"Yashwant Vihar Complex,Bolinj Virar (W)",0250,2507508,Empanelled,IN PPN,Mumbai
1151,Sai Jyothi Hospital,Dombivli (W),Thane,Thane,Maharashtra,"Opp. Kranti Stores, Subhash Raod, Dombivli (W)",0251,2489653,Empanelled,NON PPN,Mumbai
1152,Sai Leela Hospital,Bhiwandi,Thane,Thane,Maharashtra,"Firdons Complex, Opp Rajiv Gandhi Flyover, Bhiwandi",02522,227000,Empanelled,NON PPN,Mumbai
1153,Sai Seva Hospital,Ulhasnagar,Thane,Thane,Maharashtra,"Opp.Boat Club,Hiraghat Rose",0251,3092207,Empanelled,NON PPN,MUMBAI
1154,Sai Shraddha Hospital,Dombivli (W),Thane,Thane,Maharashtra,"Klassik Arartment, Kopar Road, Dombivli (W)",0251,2460560,Empanelled,NON PPN,Mumbai
1155,Saibaba Hospital & Polyclinic,Bhayandar (E),Thane,Thane,Maharashtra,"Shivshradha Complex, 1st Floor, B P Road, Bhayanda",022,28040795,Empanelled,IN PPN,Mumbai
1156,Saikrupa Hospital,Mira Road (E),Thane,Thane,Maharashtra,"Bldg No, A-3, Sector 2, Shanti Nagar, Mira Road (E",022,28111374,Empanelled,NON PPN,MUMBAI
1157,Salasar Nursing Home,Bhyander (W),Thane,Thane,Maharashtra,"Salasar Classic, Phatak Road, Near Nagar Bhavan Ha",022,28195393,Empanelled,NON PPN,Mumbai
1158,Samarth Nursing Home,Dombivli,Thane,Thane,Maharashtra,"Pancharishi, Gograswadi Gate, Sant Namdev Path",0251,2448824,Empanelled,NON PPN,Mumbai
1159,Samartha Hospital,Ashadeep,Thane,Thane,Maharashtra,Shop No 103 Ashadeep CHS Silver Park Mira Road (E),022,28111323,Empanelled,NON PPN,Mumbai
1160,Samata Hospital And Polyclinic,dombivli,Thane,Thane,Maharashtra,Yashodham 2nd floor char rasta manpada road opp. P,0251,2452068,Empanelled,NON PPN,Mumbai
1161,Sampada Hospital,Kalyan W,Thane,Thane,Maharashtra,Mhasoba Maidan,0251,2208883,Empanelled,NON PPN,Mumbai
1162,Sanjeevani Children Hospital,Bhayander (W),Thane,Thane,Maharashtra,"G-8, 4 Indira Complex, 60 Feet Road,",022,28191694,Empanelled,NON PPN,Mumbai
1163,Sanjivani Hospital,Bhiwandi,Thane,Thane,Maharashtra,"Shree Krupa Building, Pipeline, Kalyan Road,Bhiwandi",02522,238631,Empanelled,NON PPN,Mumbai
1164,Sapphire Hospital,Manpada Signal,Thane,Thane,Maharashtra,Near Manpada Signal Tikujini Wadi Road Off Ghodbandar Road Manpada,022,41834183,Empanelled,NON PPN,Mumbai
1165,Saxena Children & General Hospital,Bhayander (E),Thane,Thane,Maharashtra,"102, Ganga-Narayan Smruti, B P Rd, Near Rly Statio",022,28047055,Empanelled,NON PPN,Mumbai
1166,Senses Eye & Ent Hospital,Khopat,Thane,Thane,Maharashtra,"2 nd Floor, Beauty Arcade, Opp Pratap Talkies,Thane",022,65737331,Empanelled,IN PPN,Mumbai
1167,Shahlife Line Hospital,Mira Road,Thane,Thane,Maharashtra,"Geeta Nagar, Phase VII, Mira Bhayandar Road, Near flyover Bridge, Mira Road",022,28131120,Empanelled,IN PPN,Mumbai
1168,Shalom Medicare Pvt Ltd,Bhayander E,Thane,Thane,Maharashtra,"behind indralok phase vi,opp. Raj classic ,bhayander e thane 05",022,64557671,Empanelled,IN PPN,Mumbai
1169,Shivam Hospital,"Kalyan road, Dombivali",Thane,Thane,Maharashtra,"plot bno 57,crw ,chs,near MIDC-water tank",0251,2451828,Empanelled,NON PPN,MUMBAI
1170,Shobha Hospital,Ambernath (E),Thane,Thane,Maharashtra,"Dubey Dham, Nr Welfare Centre, Shivmandir Road",0251,2608502,Empanelled,NON PPN,Mumbai
1171,Shraddha General Hospital,Ulhasnagar,Thane,Thane,Maharashtra,"1st floor, Vishal Marriage Hall Bldg, Hospital road,Near Nehru Chowk",0251,2702991,Empanelled,IN PPN,Mumbai
1172,Shree Hospital,Sheetal Complex,Thane,Thane,Maharashtra,"Sheetal Complex, Off Poona Link Road, Katemanivali",022,2338870,Empanelled,NON PPN,MUMBAI
1173,Shree Sai Hospital,Manpada,Thane,Thane,Maharashtra,"209, 210, Soham Plaza, Soham Garden, Chitalsar, Ghodbandai Road",022,65184372,Empanelled,NON PPN,MUMBAI
1174,Shree Siddhivinayak Orthopaedic Hospital,Bhayander (W),Thane,Thane,Maharashtra,"4/9, Indira Complex, 60 Feet Road, Bhayander (W)",022,28191261,Empanelled,NON PPN,Mumbai
1175,Shreedevi Hospital,Kalyan,Thane,Thane,Maharashtra,"Aakash Arcade, Near Bhanu Sagar Theatre",0251,2318825,Empanelled,IN PPN,Mumbai
1176,Shreyas Hospital,Vasai (W),Thane,Thane,Maharashtra,"Dream House, Sainagar, Ambadi Road, Vasai (W)",0250,2337053,Empanelled,NON PPN,Mumbai
1177,Shrinivas Hospital,Dombivli (E),Thane,Thane,Maharashtra,"J"" Sita Niwas, Opp Railway Station",0251,2447732,Empanelled,NON PPN,MUMBAI
1178,Shriram Nursing Home,Dombivli (E),Thane,Thane,Maharashtra,"Jai Jai Shreeram CHS, Rajaji Path, Domvibli (E)",0251,2449365,Empanelled,NON PPN,Mumbai
1179,Shushrusha Hospital,Virar,Thane,Thane,Maharashtra,"Near K G high school Chalpeth Road, Agashi Virar (w) Dist Thane",0250,2507508,Empanelled,NON PPN,Mumbai
1180,Surekha Criticare Hospital,Ulhasnagar,Thane,Thane,Maharashtra,Ground & 1st Floor Doctor House Near Ashok Anil Multiplex,0251,6482191,Empanelled,IN PPN,Mumbai
1181,Sushrut Hospital,Nallasopara(W),Thane,Thane,Maharashtra,Satyam Complex 1st Floor Station Road Opp Axis Bank Nallasopara (W),0250,2402628,Empanelled,IN PPN,Mumbai
1182,Suyash Hospital,Dombivli,Thane,Thane,Maharashtra,"Mandapa Road, Opp: Aggarwal Hall, Dombivli(E)",0251,2436689,Empanelled,NON PPN,MUMBAI
1183,Suyash Nursing Home,Cinema Naupada,Thane,Thane,Maharashtra,"Gavand Road,Nr Malhaar",022,25422080,Empanelled,NON PPN,Mumbai
1184,Swastik Hospital & Urology Centre,Dombivali,Thane,Thane,Maharashtra,"Nav- manas, gr.floor, behind Renuka mata mandir, Pandurang wadi lane-2, Dombivli east. Thane -",0251,2453248,Empanelled,NON PPN,Mumbai
1185,Tanmay Health Care,Kalyan,Thane,Thane,Maharashtra,"E2, A Wing Radhanagar, Khadakpada",0251,2234132,Empanelled,NON PPN,Mumbai
1186,Tanwar Hospital,Mira Road (E),Thane,Thane,Maharashtra,"Tanwar Tower, P K Rd, Mira Road (E)",022,28127304,Empanelled,NON PPN,Mumbai
1187,Thane Eye Care Hospital,Panchapakhadi Thane (W),Thane,Thane,Maharashtra,1st Floor Above Saraswati Bank Near TMC Panchapakhadi,022,25881484,Empanelled,NON PPN,MUMBAI
1188,Thane Health Care Hospital,Naupada,Thane,Thane,Maharashtra,"Opp. Naupada Post Office Brahmin, Off Gokhle Road,",022,25374370,Empanelled,NON PPN,Mumbai
1189,Thunga Hospital,Boiser,Thane,Thane,Maharashtra,"AM - 32, TARAPUR MIDC, BOISAR, THANE - 401 506.",02525,270308,Empanelled,NON PPN,Mumbai
1190,Thunga Hospital Pvt Ltd,Mira Road (E),Thane,Thane,Maharashtra,"renuja dham,nearraymond's showroom,mira bhayander road,mira road east.",022,28125378,Empanelled,IN PPN,Mumbai
1191,Titan Hospital,Manpada,Thane,Thane,Maharashtra,"soham plaza(N-E),Manpada circle,ghodbandar",022,25842141,Empanelled,IN PPN,Mumbai
1192,"Trupti Maternity, Surgical & General Hospital",Devdaya nagar,Thane,Thane,Maharashtra,"First floor, cosmos paradise, Devdaya nagar, Pokran road no 1, JK gram, Thane west -",022,25856666,Empanelled,NON PPN,Mumbai
1193,Vasan Eye Care Hospital,Dombivali,Thane,Thane,Maharashtra,Jaykul Arcade Manpada Road Near Gaondevi Mandir Mumbai Metropolitan Region,0251,3989050,Empanelled,NON PPN,Mumbai
1194,Vasan Eye Care Hospital,LBS Road,Thane,Thane,Maharashtra,Next to Giriraj Heights LBS Road Harinwas Circle,022,25449050,Empanelled,NON PPN,Mumbai
1195,Ved Hospital Superspeciality & Medical Research Pvt Ltd,Kongaon,Thane,Thane,Maharashtra,Vedant Chamber Kalyan Bhiwandi Road Kongaon Tal Bhiwandi,02522,297614,Empanelled,IN PPN,Mumbai
1196,Vedant Hospital,Kasar Road,Thane,Thane,Maharashtra,Kasar vadavali Ghodbunder Road Thane,022,25988000,Empanelled,IN PPN,Mumbai
1197,Vedant Multispeciality Hospital & Research Centre,Vartak Nagar,Thane,Thane,Maharashtra,S 3 2nd Floor Vedant  Commercial Complex Vartak Nagar,022,61122000,Empanelled,IN PPN,Mumbai
1198,Venkatesh Hospital,Kalyan,Thane,Thane,Maharashtra,"Plot No 7, Khadakpada, Barave Rd, Kalyan (W)",0251,2220020,Empanelled,NON PPN,Mumbai
1199,Wockhardt Hospital Ltd,Mira Road,Thane,Thane,Maharashtra,Asmita Enclave Mira Road Thane,022,28556000,Empanelled,IN PPN,Mumbai
1200,Jain Hospital,Ramnagar,Wardha,Wardha,Maharashtra,Ramnagar,07152,242999,Empanelled,PPN Not Applicable,Other
1201,Krishna Hospital,Dhantoli,Wardha,Wardha,Maharashtra,"Dhantoli, Batchlor road, wardha",07152,241940,Empanelled,PPN Not Applicable,Other
1202,Sainath Nursing Home,Ramnagar,Wardha,Wardha,Maharashtra,"Opp. Gangasagar Water Tank, Ramnagar",07152,244055,Empanelled,PPN Not Applicable,Other
1203,Sunetra Eye Hospital,Talao-Layout,Pusad,Yavatmal,Maharashtra,"Talao-Layout, Opp. Takedi, Pusad",07233,246041,Empanelled,PPN Not Applicable,Other
1204,Kariya Hospital,Jaju Chowk,Yavatmal,Yavatmal,Maharashtra,Jajau Chowk,07232,245385,Empanelled,PPN Not Applicable,Other
1205,Sanjeevan Multispeciality Hospital & Research Institute,Mahadev Mandir Road,Yavatmal,Yavatmal,Maharashtra,"Ratanlal Plat ,Mahadev Mandir Road",07232,256601,Empanelled,PPN Not Applicable,Other
1206,Shanti Orthopaedic Hospital,Awadhutawadi,Yavatmal,Yavatmal,Maharashtra,"Awadhutawadi, Datta chowk",07282,241445,Empanelled,PPN Not Applicable,Other
1207,Tawde Hospital,Awadhutawadi,Yavatmal,Yavatmal,Maharashtra,"Awadhutwadi, Tiwari Square",07232,244153,Empanelled,PPN Not Applicable,Other
